X,T,k,A,rho_l,rho_g,objective,err_l,err_g,err_int_thickness
0.6,0.34285714284,0.01,0.22,8.090447852,0.209223388,5.433710909765959,0.00012866855022654268,4.049549550283741,1.3840326909319913
0.6,0.34285714284,0.02531349231391567,0.18553104817189756,8.090447852,0.209223388,3.964677058957803,6.594568191358417e-05,3.5348520345290404,0.4297590787468494
0.6,0.34285714284,0.046519108172148944,0.18225852169841528,8.090447852,0.209223388,2.6723163049649314,0.0005242498215627745,2.614725857427924,0.05706619771544439
0.6,0.34285714284,0.07057266805021983,0.20437163009631124,8.090447852,0.209223388,1.6824869100899,0.0003901062745152491,1.5695920586767789,0.11250474513860595
0.6,0.34285714284,0.047328031164873725,0.2536030309931808,8.090447852,0.209223388,1.9852316779453185,0.00024217116770976202,1.9059545788319339,0.07903492794567483
0.6,0.34285714284,0.08900462255893052,0.22925155138417938,8.090447852,0.209223388,1.1473910200217317,0.00020375593113100107,0.9254905730101904,0.22169669108041035
0.6,0.34285714284,0.06877619568553721,0.21852657097208078,8.090447852,0.209223388,1.614543887268702,0.0004987884804711528,1.507977659416922,0.10606743937130858
0.6,0.34285714284,0.09299146019295793,0.27279564610458307,8.090447852,0.209223388,0.8807386393696608,1.8208228680184507e-06,0.6734587698882306,0.20727804865856214
0.6,0.34285714284,0.08415738392189417,0.22798539520275835,8.090447852,0.209223388,1.245640434237013,0.00015943433737891887,1.0445227277866802,0.200958272112954
0.6,0.34285714284,0.11137797849258042,0.2939165131391406,8.090447852,0.209223388,0.6367211663633261,0.00018583869110356358,0.3640131996423066,0.27252212802991593
0.6,0.34285714284,0.13195661969132869,0.33492019709615467,8.090447852,0.209223388,0.6486905526998978,0.0006394277675876388,0.3005234011725087,0.34752772375980145
0.6,0.34285714284,0.13226872123268574,0.33854291308603074,8.090447852,0.209223388,0.6382899107877114,0.0005781319464411421,0.30903890440573806,0.3286728744355322
0.6,0.34285714284,0.1327920103152283,0.3420639350956262,8.090447852,0.209223388,0.6519055639051525,0.0006882286713465804,0.31839610093469445,0.33282123429911153
0.6,0.34285714284,0.12375027860110231,0.314543967648826,8.090447852,0.209223388,0.5953750412885608,0.0005783676995993979,0.2789894993828951,0.3158071742060663
0.6,0.34285714284,0.11990665340524095,0.31282434828168226,8.090447852,0.209223388,0.5963645125705482,0.0003162101876189968,0.29535472915884303,0.3006935732240862
0.6,0.34285714284,0.12309737341462455,0.3191044094615611,8.090447852,0.209223388,0.5933589737129037,0.0006017072622667177,0.2861556439106883,0.3066016225399487
0.6,0.34285714284,0.14149118911824102,0.35976698676600644,8.090447852,0.209223388,0.7957356202552046,0.0010420941618884706,0.3922837815348333,0.4024097445584829
0.6,0.34285714284,0.1223008082537034,0.316984328343022,8.090447852,0.209223388,0.5973356649856225,0.0004449314120266398,0.28761268921818395,0.3092780443554119
0.6,0.34285714284,0.12244856389046455,0.31549672318347033,8.090447852,0.209223388,0.5944923756996998,0.000438919706491118,0.2856840164775944,0.30836943951561435
0.6,0.34285714284,0.11633931538608301,0.32546800907972157,8.090447852,0.209223388,0.6187576799900403,0.00034214303502713006,0.3228011381948667,0.29561439876014645
0.6,0.34285714284,0.12605063250597628,0.29866297344738657,8.090447852,0.209223388,0.5812368352955832,0.000392476334314734,0.25538576424073295,0.3254585947205356
0.6,0.34285714284,0.12901905458880797,0.29906029514284294,8.090447852,0.209223388,0.5753725901693135,0.00039943105248327885,0.2445619787503947,0.3304111803664355
0.6,0.34285714284,0.15379933187484612,0.2974638377497653,8.090447852,0.209223388,0.6262577179121387,0.0008466547936944486,0.25081948196266207,0.37459158115578217
0.6,0.34285714284,0.12771857666051645,0.29593597486355194,8.090447852,0.209223388,0.5831904086687381,5.817835590807153e-05,0.24632897914529972,0.33680325116753024
0.6,0.34285714284,0.1374877596425929,0.2973598057063267,8.090447852,0.209223388,0.5903094745856291,0.00025715402147592986,0.22516101238305497,0.36489130818109816
