X,T,k,A,rho_l,rho_g,objective,err_l,err_g,err_int_thickness
0.8,0.45714285712,0.02,0.24,6.7644704,0.838834226,2.202459416400831,0.002952771014091849,0.5340339082717701,1.665472737114969
0.8,0.45714285712,0.03924291504067726,0.27707545325554617,6.7644704,0.838834226,1.2887513899205685,0.0021566408595795174,0.44595224043627785,0.8406425086247111
0.8,0.45714285712,0.054583256792927026,0.2576399078722919,6.7644704,0.838834226,0.9544678623991226,0.001543294970221292,0.40194665055470985,0.5509779168741915
0.8,0.45714285712,0.048759836386998025,0.23949252412323266,6.7644704,0.838834226,1.0849090458967856,0.0015692358146396149,0.4461951116371989,0.637144698444947
0.8,0.45714285712,0.07478200401228763,0.20878649829280363,6.7644704,0.838834226,0.6923619760606351,0.0010515467890739548,0.38553088802645336,0.3057795412451078
0.8,0.45714285712,0.06233409745075408,0.21561643698235256,6.7644704,0.838834226,0.862926622845765,0.0011917542334979878,0.42088321434799697,0.4408516542642701
0.8,0.45714285712,0.0847928064466569,0.25568087399486084,6.7644704,0.838834226,0.5344375053927074,0.0012470900021620732,0.3020840951744828,0.2311063202160625
0.8,0.45714285712,0.07349830734652088,0.27707987394200245,6.7644704,0.838834226,0.6554815700728461,0.0014482020378291248,0.3198760804702755,0.3341572875647415
0.8,0.45714285712,0.0877753773728079,0.26744023961902214,6.7644704,0.838834226,0.5082738489709233,0.0012974208796476235,0.28430731597494446,0.22266911211633128
0.8,0.45714285712,0.07340029931486873,0.28259859790346326,6.7644704,0.838834226,0.6538334843289189,0.00149014443573375,0.3158599657025585,0.3364833741906267
0.8,0.45714285712,0.11063765048863754,0.3155876012224658,6.7644704,0.838834226,0.32240792810054036,0.0015957405904583359,0.21098849379356446,0.10982369371651757
0.8,0.45714285712,0.1173654003590789,0.3313466428180565,6.7644704,0.838834226,0.2789772364905171,0.0017189596014453694,0.1954593745786762,0.08179890231039551
0.8,0.45714285712,0.11989295549019283,0.3260936179142292,6.7644704,0.838834226,0.2620100990754872,0.0016029307158134146,0.19312658887761197,0.06728057948206186
0.8,0.45714285712,0.12540422922911823,0.34725633302619224,6.7644704,0.838834226,0.24356779816774254,0.001786701860918218,0.18096725428310964,0.06081384202371467
0.8,0.45714285712,0.1328354613605284,0.37627936576084964,6.7644704,0.838834226,0.2040737141723648,0.0019181683686360768,0.1698735543873237,0.03228199141640502
0.8,0.45714285712,0.14108648299318158,0.3905583383427261,6.7644704,0.838834226,0.17360852264806043,0.002009243289800406,0.16338730165658216,0.008211977701677853
0.8,0.45714285712,0.14752071296211883,0.40003277205865356,6.7644704,0.838834226,0.18985581690129816,0.002141978643169161,0.16027786814215725,0.027435970115971743
0.8,0.45714285712,0.15507845102892034,0.41862725783437243,6.7644704,0.838834226,0.19050018140003291,0.002290927024299368,0.15865124218209747,0.029558012193636074
0.8,0.45714285712,0.14610484774280325,0.4047483392806809,6.7644704,0.838834226,0.18759675140602677,0.0021606588708073552,0.16129497123460418,0.024141121300615253
0.8,0.45714285712,0.14404767398282114,0.39946416107643373,6.7644704,0.838834226,0.18366846931555253,0.0020661298698155866,0.1620513679384674,0.019550971507269567
0.8,0.45714285712,0.1407068060782879,0.43832956029139813,6.7644704,0.838834226,0.19761625072448244,0.002303263023683081,0.1667737135037134,0.028539274197085972
0.8,0.45714285712,0.14486634793241865,0.39597534909057763,6.7644704,0.838834226,0.185305662166834,0.002060208590111404,0.16143886069682334,0.021806592879899257
0.8,0.45714285712,0.14064949948728842,0.388958674051629,6.7644704,0.838834226,0.17064764299088941,0.0020151645695045883,0.16361944332229575,0.005013035099089081
