X,T,k,A,rho_l,rho_g,objective,err_l,err_g,err_int_thickness
0.95,0.54285714283,0.05314028519711555,0.14351904998329906,5.116045703,2.026552244,2.6495024300138756,0.002878288815343731,0.10035508316669943,2.5462690580318323
0.95,0.54285714283,0.040546060538729944,0.1399030082352326,5.116045703,2.026552244,3.924118692660965,0.03748762925342017,0.1107952300667819,3.775835833340763
0.95,0.54285714283,0.07305742288666281,0.16850304906328786,5.116045703,2.026552244,1.9936528028826173,0.006280523235509674,0.10119649728902609,1.8861757823580816
0.95,0.54285714283,0.06673651569451793,0.18517696027301672,5.116045703,2.026552244,2.158698439590677,0.006071000101067764,0.09754566353007184,2.0550817759595374
0.95,0.54285714283,0.07052691240097499,0.18371746029545472,5.116045703,2.026552244,2.0635630774692872,0.006246876504400453,0.09882296122667426,1.9584932397382127
0.95,0.54285714283,0.05993223350202183,0.1961355588994185,5.116045703,2.026552244,2.3868832079201834,0.00505954767448253,0.09568142301240011,2.286142237233301
0.95,0.54285714283,0.06894304218031894,0.13356814151282417,5.116045703,2.026552244,2.080147591649134,0.006109400248483275,0.10344885654125538,1.9705893348593952
0.95,0.54285714283,0.06031376663605445,0.1904025605273687,5.116045703,2.026552244,2.372127741708421,0.005206251150288386,0.09609683594108236,2.27082465461705
0.95,0.54285714283,0.09034113832969444,0.2094054167203514,5.116045703,2.026552244,1.6564615899711064,0.006434683050619514,0.10116485014152807,1.5488620567789588
0.95,0.54285714283,0.09101632340877618,0.24879144028232822,5.116045703,2.026552244,1.6590438146227673,0.006625378928318867,0.0969753089907766,1.555443126703672
0.95,0.54285714283,0.09396135254829097,0.24295499577386545,5.116045703,2.026552244,1.6096212827702217,0.0064939609480861755,0.09791531162463984,1.5052120101974957
0.95,0.54285714283,0.09840457973086073,0.23812075766712643,5.116045703,2.026552244,1.5356608253435804,0.006275863023444685,0.09887202018766562,1.43051294213247
0.95,0.54285714283,0.10523601115499107,0.24722079352779575,5.116045703,2.026552244,1.4443822117655947,0.005992149312928149,0.09811307688465538,1.3402769855680112
0.95,0.54285714283,0.11328187633786538,0.2695039242010934,5.116045703,2.026552244,1.3506041820395012,0.005733600747562554,0.09530789255401266,1.2495626887379259
0.95,0.54285714283,0.1205370781830627,0.28324046788219304,5.116045703,2.026552244,1.2725305018774107,0.005504970743654188,0.09300047432398012,1.1740250568097763
0.95,0.54285714283,0.12766172123193356,0.29098777011578325,5.116045703,2.026552244,1.2110077833133503,0.005295354404970978,0.09089882137637897,1.1148136075320003
