X,T,k,A,rho_l,rho_g,objective,err_l,err_g,err_int_thickness
0.55,0.31428571427,0.01,0.23,8.356422485,0.131530159,8.138151437905114,0.00020406224845483464,6.973893666416899,1.16405370923976
0.55,0.31428571427,0.007174739002654577,0.2046440716879337,8.356422485,0.131530159,9.360544225131413,0.00018032430818571,7.773363505904089,1.5870003949191385
0.55,0.31428571427,0.011840799419117046,0.1969266386891473,8.356422485,0.131530159,8.23538411507444,0.00023190867838592314,7.291587443833725,0.9435647625623289
0.55,0.31428571427,0.028819007134062366,0.24919852497731584,8.356422485,0.131530159,4.6070901599988225,0.00012873993798549687,4.3714727360173855,0.23548868404345172
0.55,0.31428571427,0.033901197408295655,0.2361328408449952,8.356422485,0.131530159,4.235602590010695,0.0002088554863937925,4.0863188046349705,0.14907492988933058
0.55,0.31428571427,0.021274379344743084,0.27103583363935235,8.356422485,0.131530159,5.284647192992049,0.00021387697375841502,4.827578908127784,0.456854407890507
0.55,0.31428571427,0.024199435011034595,0.28397147662540906,8.356422485,0.131530159,4.7401613049306945,0.0002223222025080074,4.370066117042776,0.3698728656854108
0.55,0.31428571427,0.05363224776391754,0.20892093031499787,8.356422485,0.131530159,2.991855468198932,9.197725663222927e-05,2.909882783729019,0.0818807072132806
0.55,0.31428571427,0.054385175240848474,0.22314559526866823,8.356422485,0.131530159,2.757273987390034,0.00028976990779191444,2.6694089439769537,0.08757527350528846
0.55,0.31428571427,0.04207088287086252,0.2299197699611308,8.356422485,0.131530159,3.5223718005108617,0.0004951943908901084,3.4930917533199306,0.028784852800040995
0.55,0.31428571427,0.07639199576264236,0.17885620792234652,8.356422485,0.131530159,2.0039515329537374,0.0006215304479954976,1.7946077250004808,0.20872227750526093
0.55,0.31428571427,0.08808971198531809,0.15624463511675998,8.356422485,0.131530159,1.6727858524913766,8.741226811893607e-05,1.4074698394889078,0.26522860073434984
0.55,0.31428571427,0.08684927910202732,0.16026029585465307,8.356422485,0.131530159,1.678497070198767,0.0002615665799010716,1.4188057201750734,0.2594297834437924
0.55,0.31428571427,0.09419446568535264,0.13857581517358739,8.356422485,0.131530159,1.6520577772515437,0.0006014444985370075,1.3505518455651246,0.3009044871878821
0.55,0.31428571427,0.10886024984263688,0.1185834696052647,8.356422485,0.131530159,1.257046261749604,8.672751984194209e-05,0.8965880030946967,0.3603715311350655
0.55,0.31428571427,0.12137906758551799,0.10986803640711089,8.356422485,0.131530159,0.8447344622942814,0.0011832522845562257,0.48236635803527744,0.3611848519744477
0.55,0.31428571427,0.126979410722731,0.09684678785158451,8.356422485,0.131530159,0.8409202208360611,0.0011741223075296392,0.4510319264571999,0.38871417207133163
0.55,0.31428571427,0.13760380432744473,0.07775550335252358,8.356422485,0.131530159,0.7735848253245483,0.00020153698095126603,0.347129958536149,0.426253329807448
0.55,0.31428571427,0.14181691921437029,0.07433320241656335,8.356422485,0.131530159,0.6851027374054717,0.00010487334918228256,0.2571722794255719,0.4278255846307175
0.55,0.31428571427,0.13946028793691173,0.07927588240937797,8.356422485,0.131530159,0.6791465913889159,0.0013243104296169854,0.2656804209359761,0.4121418600233227
0.55,0.31428571427,0.14004365679002861,0.07698656732865679,8.356422485,0.131530159,0.7088515235303625,0.0012638243318158506,0.2834285627338445,0.42415913646470216
0.55,0.31428571427,0.1406364195498652,0.08283916559270164,8.356422485,0.131530159,0.5598975159451549,0.0003437508969616065,0.168597314923976,0.39095645012421726
0.55,0.31428571427,0.1395605260822766,0.08641637320811033,8.356422485,0.131530159,0.5457493233341357,0.0010405963935158132,0.1586074426171061,0.38610128432351376
0.55,0.31428571427,0.13405854899498967,0.09175911285059377,8.356422485,0.131530159,0.6457781952062245,0.0007345139136995043,0.2639988451112234,0.3810448361813016
0.55,0.31428571427,0.13249613963806547,0.09358823822013888,8.356422485,0.131530159,0.67387132420088,0.001148786621280862,0.2929392148198221,0.37978332275977705
0.55,0.31428571427,0.13445691905413257,0.0914326180424248,8.356422485,0.131530159,0.634310362060328,0.0003636085969944319,0.25291888841536403,0.38102786504796954
0.55,0.31428571427,0.13428263266005555,0.087320432310432,8.356422485,0.131530159,0.7193402316377804,0.0008664420817336777,0.3216373687288303,0.3968364208272163
0.55,0.31428571427,0.1314407928048864,0.08719541188799802,8.356422485,0.131530159,0.8373181198668216,0.00020244997865392466,0.42093236495187075,0.41618330493629685
0.55,0.31428571427,0.14327537307469446,0.10732885910728164,8.356422485,0.131530159,0.4891940368389018,0.0007815332953864241,0.09365249558893249,0.3947600079545829
0.55,0.31428571427,0.13648870095141766,0.1217124322147124,8.356422485,0.131530159,0.4296815428467916,0.0008354001598432839,0.04726873642151983,0.38157740626542846
0.55,0.31428571427,0.12815034602665656,0.1240036879890434,8.356422485,0.131530159,0.5307817468277392,0.00041837393533269296,0.1161484177552185,0.414214955137188
0.55,0.31428571427,0.12783301764578925,0.1275906155762051,8.356422485,0.131530159,0.49438204075765535,0.0004217976767176628,0.09670691788603174,0.3972533251949059
0.55,0.31428571427,0.12726087672450925,0.12867356771362953,8.356422485,0.131530159,0.4998956527864329,0.0003992009835768615,0.1039255831424889,0.3955708686603671
0.55,0.31428571427,0.12722076152578765,0.1270090907637918,8.356422485,0.131530159,0.5284610946168541,0.0003332368995597748,0.11821178368503196,0.4099160740322624
0.55,0.31428571427,0.12521126448805128,0.12927100061413838,8.356422485,0.131530159,0.569160326181662,0.0010022504900041504,0.15832093010206202,0.4098371455895958
0.55,0.31428571427,0.12258783544045498,0.13445744607349588,8.356422485,0.131530159,0.5877036217556456,0.00025654509253644905,0.18135216328547868,0.4060949133776305
0.55,0.31428571427,0.12990051063262928,0.13902031770922832,8.356422485,0.131530159,0.39174163828565856,0.0007072381073325774,0.008475236440712465,0.3825591637376135
