X,T,k,A,rho_l,rho_g,objective,err_l,err_g,err_int_thickness
0.9,0.51428571426,0.02,0.185,5.800445742,1.490095732,3.946313022682205,0.03435679734821438,0.22014597372279987,3.691810251611191
0.9,0.51428571426,0.0216138309869793,0.22073135569195013,5.800445742,1.490095732,3.651543100975505,0.02380306456749713,0.21236250723141703,3.415377529176591
0.9,0.51428571426,0.02521563890359782,0.25966444680987155,5.800445742,1.490095732,3.0753922275634133,0.004923572723331669,0.19849223746196018,2.8719764173781215
0.9,0.51428571426,0.04615325805415292,0.30232726415297906,5.800445742,1.490095732,1.7470575182521588,0.005547295416141127,0.17750267028811081,1.564007552547907
0.9,0.51428571426,0.03290804917270945,0.3428387032759216,5.800445742,1.490095732,2.405662930781536,0.0043755992537827925,0.17451582942292374,2.226771502104829
0.9,0.51428571426,0.06982656293255643,0.348783016888795,5.800445742,1.490095732,1.1993037685741865,0.0046463068565784135,0.15836168840612902,1.036295773311479
0.9,0.51428571426,0.08374537980866517,0.374238104604647,5.800445742,1.490095732,0.9911634542720223,0.004215542253283832,0.14200906467374494,0.8449388473449936
0.9,0.51428571426,0.10004772834035008,0.38882103525046807,5.800445742,1.490095732,0.8225771033701881,0.004009531547967759,0.12694725860199546,0.6916203132202249
0.9,0.51428571426,0.1243614409024264,0.43249444294927625,5.800445742,1.490095732,0.6325433334069751,0.004038139578873582,0.10480431564795585,0.5237008781801457
0.9,0.51428571426,0.13873162166538563,0.4548877271548025,5.800445742,1.490095732,0.539956398012354,0.003985444901256822,0.09573043150141115,0.44024052160968596
0.9,0.51428571426,0.14440969047103455,0.46823230356932666,5.800445742,1.490095732,0.5138646364126644,0.004070282510149953,0.09322575723310322,0.4165685966694113
0.9,0.51428571426,0.15098190318716165,0.4833889199017918,5.800445742,1.490095732,0.4933741754381054,0.0041875918782609016,0.09098164652975886,0.39820493703008564
0.9,0.51428571426,0.16197256557085635,0.5032473894058211,5.800445742,1.490095732,0.4534426290615118,0.004382751261509248,0.08808680692330932,0.3609730708766932
0.9,0.51428571426,0.17272496933759962,0.5215768621281762,5.800445742,1.490095732,0.4121649968472211,0.004531217077072228,0.08583293608642932,0.32180084368371953
0.9,0.51428571426,0.1813574676328911,0.5353696697530735,5.800445742,1.490095732,0.3769414850612552,0.004614903788170297,0.08439323638882903,0.28793334488425587
0.9,0.51428571426,0.19175286043153864,0.5484496592313796,5.800445742,1.490095732,0.3483861292686383,0.004691685112497995,0.08290313600165952,0.2607913081544808
0.9,0.51428571426,0.19977223684434642,0.5646706311810379,5.800445742,1.490095732,0.33335022989945184,0.004785894317722345,0.08238240887720519,0.2461819267045243
0.9,0.51428571426,0.20692603924620398,0.5781392612288039,5.800445742,1.490095732,0.31637475128256737,0.004851248871084787,0.0821808061189282,0.22934269629255438
0.9,0.51428571426,0.21488716090777277,0.5927021483424305,5.800445742,1.490095732,0.29291208679391695,0.0049341957193146015,0.08236808868127996,0.20560980239332238
0.9,0.51428571426,0.21757251783944187,0.5940800292641603,5.800445742,1.490095732,0.28489117575201794,0.004939785794319188,0.08229480767866816,0.1976565822790306
0.9,0.51428571426,0.22103678425963738,0.6050967235412934,5.800445742,1.490095732,0.2699936210390336,0.005006866694374222,0.08296369683023717,0.18202305751442224
