X,T,k,A,rho_l,rho_g,objective,err_l,err_g,err_int_thickness
0.35,0.19999999999,0.015766705508480902,0.29914146503435035,9.266219465,0.00591,102.69067387527322,0.00046101143839713814,102.48033985712404,0.2098730067107752
0.35,0.19999999999,0.012231029093161446,0.26672307197956924,9.266219465,0.00591,156.95001617970158,0.0004790223441393856,156.57004218254798,0.37949497480945027
0.35,0.19999999999,0.02030755213464071,0.2975086009970934,9.266219465,0.00591,41.7914461807954,0.0003848510369727774,41.72822498670084,0.06283634305759307
0.35,0.19999999999,0.02905094898331432,0.2849366072652934,9.266219465,0.00591,1.01268524446036,1.5164331680475163e-05,0.84827189508025,0.16439818504842946
0.35,0.19999999999,0.02652924041964129,0.3123814378284716,9.266219465,0.00591,2.3683160365281646,0.00019167120795450033,2.241972332779324,0.12615203254088597
0.35,0.19999999999,0.02033902028353225,0.3012007605181121,9.266219465,0.00591,40.7675400091065,0.0003759999632937301,40.70634823200464,0.06081577713855424
0.35,0.19999999999,0.01572909708794072,0.2787046072348388,9.266219465,0.00591,106.74366940967852,0.00042818013021555563,106.52887693556835,0.21436429397995765
0.35,0.19999999999,0.014952084356098502,0.20235232453618604,9.266219465,0.00591,128.4326229214031,0.0003525343260981163,128.19826152562692,0.23400886145005728
0.35,0.19999999999,0.03202653085306772,0.22958218461477908,9.266219465,0.00591,0.36755369443634833,0.00014978298717110194,0.16043617902875154,0.20696773242042568
0.35,0.19999999999,0.02719114523661642,0.2192908959297081,9.266219465,0.00591,4.588022255479063,0.00032001177630068653,4.467245497074224,0.1204567466285397
0.35,0.19999999999,0.02445268922507439,0.27783702017665857,9.266219465,0.00591,10.193394501567418,0.0002812111393588163,10.123742044677993,0.06937124575006663
