temp,k,A,kappa,rho_l_pred,rho_g_pred,rho_l_calc,rho_g_calc,p_l,p_g,delta_p,radius,sigma,interface,spurious_current
0.8,0.02,-0.23999999463558197,0.5,6.7644704,0.838834226,6.8110213,0.9385503,0.34171435,0.30937353,0.032340825,25.525840605222168,0.8255267338840301,12.571937413289675,0.00022887939
0.8,0.02,-0.23999999463558197,0.5,6.7644704,0.838834226,6.8112726,0.9374832,0.3420123,0.30915302,0.032859266,25.52700952770202,0.8387987912594237,12.576027903053351,0.00017600345
0.8,0.02,-0.23999999463558197,0.5,6.7644704,0.838834226,6.810875,0.9365532,0.34153748,0.30896056,0.03257692,25.51644700977373,0.8312472172493836,12.569066673086699,0.00012912728
0.8,0.02,-0.23999999463558197,0.5,6.7644704,0.838834226,6.8110743,0.939301,0.34177744,0.3095285,0.032248944,25.49154683239024,0.822075467395643,12.578628083073319,2.3787512e-05
0.8,0.02,-0.23999999463558197,0.5,6.7644704,0.838834226,6.811207,0.9373943,0.34193552,0.30913463,0.032800883,25.49426322306474,0.8362343465463339,12.575338566332835,2.9156565e-05
0.8,0.02,-0.23999999463558197,0.5,6.7644704,0.838834226,6.811119,0.93871105,0.34183228,0.30940673,0.032425553,25.488547421143178,0.8264802352696544,12.577798055708158,4.172947e-05
0.8,0.02,-0.23999999463558197,0.5,6.7644704,0.838834226,6.811241,0.9381283,0.34197566,0.30928636,0.032689303,25.493155163064316,0.8333534776230311,12.577174762085058,3.7024955e-05
0.8,0.02,-0.23999999463558197,0.5,6.7644704,0.838834226,6.8111563,0.9380255,0.34187415,0.30926514,0.032609016,25.495698567903748,0.8313896349648601,12.575882089586042,2.7221711e-05
0.8,0.02,-0.23999999463558197,0.5,6.7644704,0.838834226,6.8111835,0.93835825,0.34190634,0.30933386,0.032572478,25.495440606720226,0.8304496796892726,12.576969497932666,2.1642873e-05
0.8,0.02,-0.23999999463558197,0.5,6.7644704,0.838834226,6.8111763,0.93792415,0.3418993,0.30924416,0.03265515,25.49809907700476,0.8326442423805904,12.575683167093956,1.5713329e-05
0.8,0.02,-0.23999999463558197,0.5,6.7644704,0.838834226,6.811153,0.9382751,0.34187144,0.3093167,0.032554746,25.496888374779424,0.8300447165227101,12.576353518689693,1.5888569e-05
0.8,0.02,-0.23999999463558197,0.5,6.7644704,0.838834226,6.8111773,0.9380802,0.34189987,0.3092764,0.03262347,25.498150285190217,0.8318381365384726,12.576077996310094,1.733396e-05
0.8,0.02,-0.23999999463558197,0.5,6.7644704,0.838834226,6.8111553,0.93812674,0.34187296,0.30928603,0.032586932,25.49835709102226,0.830913233285517,12.5758974389855,1.6361866e-05
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.76447,0.83883417,0.28752127,0.2875212,5.9604645e-08,29.99196278363864,1.787660287835517e-06,5.432977520145137,0.051234193
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.7084565,0.8888951,0.22677046,0.2988073,-0.07203683,27.77116634744165,2.0005468604728676,13.47330785833702,0.008504534
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.7627234,0.92663455,0.28556773,0.30689475,-0.021327019,25.705195345692587,0.5482151827962144,13.045741961447924,0.00823686
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.7732286,0.9934024,0.29747662,0.32032347,-0.022846848,23.95402230774666,0.547273901206511,13.15675294184389,0.004552448
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.781942,0.9943653,0.30748206,0.32050893,-0.013026863,23.245331700285497,0.3028137592726974,13.365003816204009,0.00084076053
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.7844205,0.9856349,0.3103445,0.3188187,-0.008474201,23.361419554403824,0.19796936410772992,13.327363685574845,0.00049032766
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.7849245,0.99300635,0.31092876,0.32024708,-0.009318322,23.49888961392606,0.2189702187322341,13.371809757608169,0.0008527416
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.7850904,0.97697085,0.31111702,0.31712246,-0.006005436,23.768689021110248,0.14274134504660682,13.319843093734857,0.0006725327
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.783413,0.9783591,0.30917352,0.31739554,-0.008222014,23.87601629820451,0.19630893339008545,13.292021818179336,0.0003148204
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.7834287,0.978398,0.30919102,0.3174032,-0.008212179,23.907140697378164,0.19632971748310446,13.292311582407404,0.00016604806
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.782957,0.9751303,0.3086456,0.3167597,-0.0081140995,23.923391112356757,0.19411677592440546,13.275736744410391,0.00010001048
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.7828507,0.97905326,0.30852127,0.31753188,-0.009010613,23.889317646779812,0.21525739530424146,13.291212465350938,6.958403e-05
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.783118,0.97723746,0.30882987,0.31717497,-0.008345097,23.884881486421474,0.1993216600841376,13.290144821264334,7.282342e-05
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.7829614,0.9781437,0.30865034,0.3173532,-0.008702844,23.874623206193128,0.20777713042644594,13.292077812665166,6.021407e-05
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.783136,0.9785221,0.3088523,0.31742755,-0.008575261,23.870969715898564,0.20469978702405753,13.29550041936577,4.8309153e-05
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.7831078,0.9776887,0.30882058,0.31726372,-0.008443147,23.87649234314197,0.20159273336153732,13.292010435957131,4.5717003e-05
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.783084,0.9784168,0.3087921,0.3174069,-0.0086147785,23.874823445587275,0.20567631615624546,13.293929314180573,4.595626e-05
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.783133,0.97790706,0.30884975,0.31730667,-0.008456916,23.878937263452467,0.20194215746039498,13.292451993799101,4.6327485e-05
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.783076,0.97802955,0.30878383,0.31733072,-0.008546889,23.879470887899583,0.20409518295696882,13.292047684441002,4.6434307e-05
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.7831,0.97813886,0.3088118,0.31735224,-0.008540422,23.879632934000323,0.20394213587831075,13.292640094969453,4.6014462e-05
0.8,0.02,-0.23999999463558197,1.0,6.7644704,0.838834226,6.7830925,0.97790664,0.30880138,0.31730658,-0.008505195,23.881305965049748,0.20311517314456856,13.29163964451098,4.640554e-05
0.8,0.3,-0.21899999678134918,0.0,6.7644704,0.838834226,6.76447,0.83883417,0.28752127,0.2875212,5.9604645e-08,29.98294400481298,1.7871227267273055e-06,5.358135999935719,0.07414871
0.8,0.3,-0.21899999678134918,0.0,6.7644704,0.838834226,6.7915845,0.8905569,0.31865686,0.29917097,0.01948589,28.175759056637116,0.5490297660253495,3.4696900073377073,0.004140941
0.8,0.3,-0.21899999678134918,0.0,6.7644704,0.838834226,6.7915854,0.8905671,0.3186596,0.29917324,0.019486368,28.180730760574253,0.5491400817252552,3.4704093417889297,0.004158647
0.8,0.3,-0.21899999678134918,0.5,6.7644704,0.838834226,6.76447,0.83883417,0.28752127,0.2875212,5.9604645e-08,29.9826267567824,1.7871038172711371e-06,5.358552939357757,0.07296353
0.8,0.3,-0.21899999678134918,0.5,6.7644704,0.838834226,6.782262,0.89386755,0.30782077,0.2998935,0.007927269,27.96416759261394,0.221679471695344,3.524577742648397,0.0009702984
0.8,0.3,-0.21899999678134918,0.5,6.7644704,0.838834226,6.782263,0.8938826,0.30782077,0.29989678,0.0079239905,27.9687867832286,0.22162440043266823,3.5228385529284694,0.0009783442
0.8,0.3,-0.21899999678134918,1.0,6.7644704,0.838834226,6.76447,0.83883417,0.28752127,0.2875212,5.9604645e-08,29.982309129680637,1.7870848852205656e-06,5.358970423242063,0.07177901
0.8,0.3,-0.21899999678134918,1.0,6.7644704,0.838834226,6.773412,0.8986733,0.29766145,0.30093735,-0.003275901,27.40011844026599,0.08976007756806845,3.5396839286963733,0.0029927848
0.8,0.3,-0.21899999678134918,1.0,6.7644704,0.838834226,6.7734137,0.8986921,0.29766318,0.3009414,-0.0032782257,27.404074856703208,0.08983674139268685,3.5369481599449024,0.002993574
0.8,0.116,-0.13600000739097595,0.0,6.7644704,0.838834226,6.76447,0.83883417,0.28752127,0.2875212,5.9604645e-08,29.990065314522173,1.7875471898628576e-06,5.407743865089046,0.058169946
0.8,0.116,-0.13600000739097595,0.0,6.7644704,0.838834226,6.788788,0.83924425,0.31539285,0.28761625,0.027776599,29.762319413423853,0.8266960095839085,5.117484360408461,0.001012553
0.8,0.116,-0.13600000739097595,0.0,6.7644704,0.838834226,6.7887917,0.8392509,0.3153963,0.2876178,0.027778506,29.766352913749987,0.8268648213172869,5.116651624578328,0.0010146468
0.8,0.116,-0.13600000739097595,0.5,6.7644704,0.838834226,6.76447,0.83883417,0.28752127,0.2875212,5.9604645e-08,29.989789843508536,1.7875307705109439e-06,5.408291244185413,0.057425216
0.8,0.116,-0.13600000739097595,0.5,6.7644704,0.838834226,6.777765,0.8501642,0.30264267,0.29013145,0.012511224,29.392790822406354,0.3677397768730505,5.161308968345846,0.00018669509
0.8,0.116,-0.13600000739097595,0.5,6.7644704,0.838834226,6.777765,0.85019207,0.30264217,0.29013783,0.012504339,29.39638100774264,0.3675823199064918,5.16120528356339,0.00019519014
0.8,0.116,-0.13600000739097595,1.0,6.7644704,0.838834226,6.76447,0.83883417,0.28752127,0.2875212,5.9604645e-08,29.98951403586826,1.787514331094519e-06,5.408838082871682,0.056680936
0.8,0.116,-0.13600000739097595,1.0,6.7644704,0.838834226,6.766844,0.8614481,0.29019997,0.2926985,-0.0024985373,28.915752469527174,0.07224708616100996,5.241977378143133,0.00058825884
0.8,0.116,-0.13600000739097595,1.0,6.7644704,0.838834226,6.7668447,0.86150193,0.29020175,0.2927107,-0.0025089383,28.919757503432283,0.07255788758945317,5.238345157779431,0.00059484784
