X,T,k,A,kappa,rho_l_EOS,rho_g_EOS,int_thick,radius,surfTens,objective,err_l,err_g,err_int_thickness
0.8,0.45714285712,0.3,0.219,0.0,6.7644704,0.838834226,3.4704093417889297,28.180730760574253,0.5491400817252552,3.284044741242704,0.004008521087062558,0.061672373737791525,0.30591813164221404
